inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP01426,2026-01-18,SCH0067,1,1,1,1,1,URVI CHANDRA,AVERAGE
INSP02172,2025-05-25,SCH0172,0,1,1,1,1,UPADHRITI SINGHAL,NO REMARKS
INSP00765,2025-04-26,SCH0333,0,1,0,0,0,MAANAS GUPTA,NO REMARKS
INSP02549,2025-04-10,SCH0193,1,1,1,0,0,ADVIK MORAR,GOOD CONDITION
INSP00508,2026-03-14,SCH0042,1,1,0,1,1,,GOOD CONDITION
INSP01946,2025-11-13,SCH0282,1,1,1,0,1,YUG SACHDEVA,AVERAGE
INSP00267,2025-12-26,SCH0482,1,1,1,0,0,MANTHAN MAHARAJ,NEEDS REPAIR
INSP00197,2026-01-14,SCH0416,1,0,,1,1,RAJATA SARRAF,AVERAGE
INSP02941,2025-04-18,SCH0198,1,,1,0,0,JALSA DHAR,AVERAGE
INSP00089,2025-06-14,SCH0256,1,1,0,0,1,THOMAS KAR,NO REMARKS
INSP02884,2025-12-06,SCH0265,1,1,1,0,1,NITARA CHANDRA,NEEDS REPAIR
INSP01318,2025-06-06,SCH0350,1,1,1,1,0,,GOOD CONDITION
INSP02826,2025-04-13,SCH0414,1,1,1,1,1,WARINDER PALAN,GOOD CONDITION
INSP00679,2025-07-25,SCH0278,1,1,0,1,0,WISHI HAYRE,NO REMARKS
INSP00913,2025-05-03,SCH0592,,1,1,1,0,AARINI KORPAL,TOILETS LOCKED
INSP00728,2026-03-30,SCH0033,1,1,1,1,1,RIDHI GOUR,NO REMARKS
INSP00411,2026-01-23,SCH0049,1,1,1,1,0,HARITA BALA,NEEDS REPAIR
INSP00991,2026-01-22,SCH0546,1,1,1,1,0,KEYA SAMPATH,GOOD CONDITION
INSP00583,2025-06-25,SCH0152,0,0,1,1,0,,NEEDS REPAIR
INSP02724,2025-12-23,SCH0574,1,1,1,,0,URVI D’ALIA,NO REMARKS
INSP00026,2025-09-25,SCH0114,,1,1,1,1,,NEEDS REPAIR
INSP02359,2025-08-03,SCH0388,,1,1,1,,ESHANA DEVAN,NO REMARKS
INSP02709,2025-11-12,SCH0525,1,1,1,1,,,NO REMARKS
INSP01948,2025-11-04,SCH0221,1,1,1,1,1,WAHAB NADIG,TOILETS LOCKED
INSP02015,2025-08-22,SCH0162,1,1,1,0,0,ISAAC VERMA,TOILETS LOCKED
INSP02164,2026-01-23,SCH0093,1,1,1,0,0,CHAMELI RAVEL,NO REMARKS
INSP01840,2026-12-03,SCH0388,1,,1,0,,LAKSH PURI,TOILETS LOCKED
INSP00322,2025-08-25,SCH0408,1,0,1,0,1,HARRISON SHARAF,TOILETS LOCKED
INSP01427,2025-04-25,SCH0474,1,1,1,1,0,SIDDHARTH RAJAGOPALAN,AVERAGE
INSP02426,2025-07-14,SCH0567,1,0,1,1,1,JACK THAKER,AVERAGE
INSP01610,2025-08-30,SCH0406,1,0,,1,0,ABHIRAM KAPADIA,NO REMARKS
INSP00424,2025-10-22,SCH0072,1,1,1,1,0,JONATHAN MURTY,NEEDS REPAIR
INSP01413,2025-05-09,SCH0543,1,1,1,0,1,JAIRAJ BUCH,NO REMARKS
INSP00068,2025-08-05,SCH0361,1,1,1,0,1,WAHAB VALA,NO REMARKS
INSP02294,2026-03-07,SCH0319,1,1,1,1,0,YASHICA CHATTERJEE,TOILETS LOCKED
INSP01619,2025-09-13,SCH0001,0,1,,0,0,DEVIKA WALIA,TOILETS LOCKED
INSP02607,2026-01-17,SCH0046,1,0,,1,0,YUVRAJ DEY,AVERAGE
INSP00032,2025-05-28,SCH0556,1,1,1,1,1,SAI RANA,GOOD CONDITION
INSP02679,2025-12-05,SCH0412,0,1,1,0,,SAMESH KOSHY,GOOD CONDITION
INSP00528,2025-08-11,SCH0415,0,1,1,1,1,EKAVIR JAYARAMAN,NO REMARKS
INSP02288,2025-12-12,SCH0332,1,1,1,0,1,GEETIKA CHATTERJEE,AVERAGE
INSP00458,2026-01-14,SCH0311,1,1,1,1,0,ZANSI DHAR,NO REMARKS
INSP02659,2026-02-12,SCH0175,1,1,1,0,0,MICHAEL DOCTOR,AVERAGE
INSP02902,2025-04-19,SCH0217,1,1,1,1,1,CHASMUM SHETH,NO REMARKS
INSP02454,2025-06-28,SCH0341,1,1,1,,0,,NO REMARKS
INSP02919,2026-01-08,SCH0463,1,1,1,1,1,GAURIKA ACHARYA,GOOD CONDITION
INSP00863,2025-06-22,SCH0195,0,1,1,1,1,CALEB THAMAN,GOOD CONDITION
INSP02675,2025-12-05,SCH0065,1,1,1,,1,LAVANYA CHAD,NEEDS REPAIR
INSP00167,2026-01-03,SCH0002,1,1,1,1,1,EKAPAD BANDI,AVERAGE
INSP00125,2025-09-08,SCH0213,0,1,1,1,0,YASHICA DHAR,AVERAGE
INSP02595,2025-07-04,SCH0201,1,1,1,1,0,,GOOD CONDITION
INSP00683,2025-06-02,SCH0075,0,1,1,0,0,AARNA KHALSA,AVERAGE
INSP02330,2025-07-18,SCH0296,0,1,1,0,1,MANYA VASA,AVERAGE
INSP00573,2025-05-26,SCH0521,0,,0,1,1,HEMA BADAL,TOILETS LOCKED
INSP01199,2025-12-16,SCH0448,1,,1,1,0,GAURAV RAMASWAMY,TOILETS LOCKED
INSP01090,2026-03-05,SCH0425,1,1,1,1,,SNEHA BHALLA,NO REMARKS
INSP01360,2025-07-13,SCH0168,1,1,1,1,1,TRIYA DEWAN,TOILETS LOCKED
INSP02365,2025-07-03,SCH0260,1,1,1,1,1,CHANAKYA MANNE,GOOD CONDITION
INSP00507,2025-11-09,SCH0570,1,1,1,1,1,ANAMIKA PARMAR,AVERAGE
INSP01273,2025-12-23,SCH0191,1,1,1,1,1,AACHAL GARG,GOOD CONDITION
INSP02712,2025-05-20,SCH0016,1,0,1,1,1,JACOB DANI,TOILETS LOCKED
INSP02046,2025-12-04,SCH0228,,0,1,1,1,WARDA MANDER,NEEDS REPAIR
INSP01711,2025-07-07,SCH0017,0,1,1,1,1,YAMINI VENKATARAMAN,NO REMARKS
INSP02871,2025-05-25,SCH0126,1,1,1,0,0,DEVANSH JAGGI,AVERAGE
INSP02468,2025-08-07,SCH0528,1,1,1,1,1,ARJUN DYAL,TOILETS LOCKED
INSP00931,2025-11-09,SCH0040,1,1,1,1,0,CHAITANYA PALLA,NO REMARKS
INSP00177,2026-01-27,SCH0137,1,0,0,0,,SHIVANI DUTT,GOOD CONDITION
INSP00595,2025-04-23,SCH0586,1,1,1,1,1,UPADHRITI PARMAR,GOOD CONDITION
INSP01564,2025-07-14,SCH0588,1,1,1,1,1,PATRICK PANT,NO REMARKS
INSP02031,2025-10-03,SCH0018,0,1,0,,1,MADHAV DASS,NEEDS REPAIR
INSP02452,2025-12-26,SCH0043,1,1,1,1,0,IKBAL VISWANATHAN,NO REMARKS
INSP01002,2025-10-27,SCH0208,1,1,1,1,,HARSH JANI,TOILETS LOCKED
INSP01232,2025-04-24,SCH0471,0,1,1,,1,DAVID SANT,AVERAGE
INSP00802,2025-06-17,SCH0517,1,0,1,0,1,ADVAY DUGAL,NO REMARKS
INSP00434,2026-02-22,SCH0535,1,1,1,0,1,NICHOLAS GUHA,NO REMARKS
INSP00081,2025-09-06,SCH0314,1,0,1,1,0,KAMYA SANDHU,GOOD CONDITION
INSP02263,2025-06-16,SCH0494,0,1,,1,0,KRISHNA DASH,AVERAGE
INSP01197,2026-01-10,SCH0073,1,1,,0,0,ZAID RAM,TOILETS LOCKED
INSP02094,2025-04-06,SCH0431,1,1,1,1,0,URVASHI MANE,NO REMARKS
INSP00417,2025-10-25,SCH0200,1,1,0,0,1,PRANIT LUTHRA,TOILETS LOCKED
INSP02957,2025-09-24,SCH0212,1,1,1,1,1,JALSA CHOUDHRY,NO REMARKS
INSP00496,2026-01-23,SCH0380,1,1,0,0,1,SANYA BAVA,TOILETS LOCKED
INSP01628,2025-09-25,SCH0044,1,1,1,1,0,KARAN D’ALIA,GOOD CONDITION
INSP00938,2025-06-11,SCH0053,1,1,1,0,0,ADVIKA GARDE,TOILETS LOCKED
INSP02885,2025-08-24,SCH0225,1,1,1,1,1,RANBIR RAJAGOPALAN,AVERAGE
INSP00371,2025-09-28,SCH0214,0,1,1,1,0,SAMARTH PATLA,NEEDS REPAIR
INSP01548,2025-06-20,SCH0224,1,0,1,1,0,FITAN UPADHYAY,TOILETS LOCKED
INSP01695,2025-05-25,SCH0577,0,1,1,,0,CHAAYA BOASE,GOOD CONDITION
INSP01941,2025-06-30,SCH0478,1,0,1,0,1,VASATIKA JAYARAMAN,TOILETS LOCKED
INSP01787,2025-03-04,SCH0258,1,1,0,1,,JAGAT SACHAR,AVERAGE
INSP01927,2026-02-09,SCH0053,1,0,1,1,1,VINAYA PAU,NEEDS REPAIR
INSP01573,2025-05-22,SCH0553,1,0,1,1,1,CHATRESH DEVI,TOILETS LOCKED
INSP02196,2025-04-08,SCH0194,0,1,0,1,0,TEJAS SUBRAMANIAM,NO REMARKS
INSP00839,2025-11-15,SCH0552,1,0,1,1,0,BANJEET NIGAM,TOILETS LOCKED
INSP01243,2026-04-02,SCH0269,1,1,1,1,0,HARDIK ANNE,GOOD CONDITION
INSP01865,2025-06-30,SCH0387,,1,0,1,1,PANINI RAJA,AVERAGE
INSP00142,2025-09-25,SCH0510,,0,1,1,0,MUGDHA DUGAL,AVERAGE
INSP01207,2025-11-01,SCH0036,1,,0,1,1,YAUVANI KARAN,NO REMARKS
INSP01728,2025-06-11,SCH0252,0,1,1,,0,WRIDDHISH REGE,NO REMARKS
INSP01481,2025-04-04,SCH0032,1,0,,,1,RAKSHA RAJAGOPAL,NO REMARKS
INSP01937,2025-05-21,SCH0523,1,,1,1,0,AGASTYA PATLA,AVERAGE
INSP01939,2025-12-20,SCH0241,0,1,1,1,1,SATHVIK AGATE,TOILETS LOCKED
INSP00533,2026-01-08,SCH0135,1,0,1,1,1,HARITA MUKHERJEE,NEEDS REPAIR
INSP02895,2025-12-01,SCH0104,1,1,1,1,0,HARDIK BIR,GOOD CONDITION
INSP02245,2025-10-09,SCH0253,1,1,0,1,0,OMKAAR KOTHARI,NO REMARKS
INSP00655,2026-01-13,SCH0121,1,1,1,1,1,YATIN MANN,NO REMARKS
INSP02413,2025-12-05,SCH0157,1,,1,0,0,AISHANI BUMB,NO REMARKS
INSP00412,2025-04-02,SCH0426,1,1,,1,0,ANIRUDH GANESH,NEEDS REPAIR
INSP00901,2025-10-12,SCH0096,1,1,0,1,1,NEEL ROY,NO REMARKS
INSP00178,2025-10-24,SCH0112,1,,0,0,,INAYA BATTA,NEEDS REPAIR
INSP00928,2026-07-03,SCH0085,0,1,1,,1,YASHODA HALDER,NO REMARKS
INSP02887,2025-10-16,SCH0295,1,1,1,0,1,GABRIEL DOCTOR,AVERAGE
INSP02535,2026-02-22,SCH0228,1,1,1,1,0,ZANSI VARTY,TOILETS LOCKED
INSP01821,2025-12-12,SCH0457,1,0,1,,1,DARPAN DARA,TOILETS LOCKED
INSP01000,2025-10-20,SCH0210,1,1,1,,0,JASMIT BORA,TOILETS LOCKED
INSP02345,2025-12-21,SCH0007,1,1,1,1,1,JAGVI BORDE,GOOD CONDITION
INSP00480,2025-04-08,SCH0216,0,0,1,0,0,DAMINI JHA,GOOD CONDITION
INSP00184,2025-06-13,SCH0332,0,1,1,1,0,EKBAL RANGANATHAN,TOILETS LOCKED
INSP00696,2025-06-27,SCH0441,0,1,1,1,1,KRISHNA KALE,AVERAGE
INSP01158,2025-11-04,SCH0489,1,1,1,,0,NEEL DUTTA,TOILETS LOCKED
INSP00671,2025-07-25,SCH0350,0,,1,1,0,VEDA KORPAL,NEEDS REPAIR
INSP00606,2025-07-13,SCH0261,0,1,1,0,,MEKHALA VERMA,NO REMARKS
INSP02272,2025-07-28,SCH0277,1,1,1,1,0,JANAKI SHETTY,NO REMARKS
INSP01799,2025-04-25,SCH0421,1,1,1,,1,WARDA KADE,NO REMARKS
INSP00760,2025-09-21,SCH0181,,1,1,1,,KASHVI CHANDER,GOOD CONDITION
INSP02875,2025-06-03,SCH0239,1,1,1,0,0,ARYA DEY,GOOD CONDITION
INSP00686,2025-12-12,SCH0268,1,1,,1,1,CHANAKYA RAVAL,NEEDS REPAIR
INSP00487,2026-03-19,SCH0291,1,1,1,1,1,AARINI JOSHI,AVERAGE
INSP01579,2025-07-08,SCH0142,1,1,1,1,0,OMAJA BHASIN,NEEDS REPAIR
INSP00394,2025-10-05,SCH0114,1,1,1,1,1,DHRUV JAIN,NEEDS REPAIR
INSP01152,2025-05-27,SCH0430,1,1,,0,1,LABAN DOSHI,NO REMARKS
INSP02029,2026-02-28,SCH0463,1,1,1,1,0,,NEEDS REPAIR
INSP02862,2025-09-30,SCH0350,1,1,1,,1,REYANSH UPPAL,GOOD CONDITION
INSP00163,2025-10-09,SCH0005,0,1,1,0,0,ANVI SANI,AVERAGE
INSP01223,2025-06-15,SCH0325,1,1,1,1,0,GIRIK TELLA,GOOD CONDITION
INSP01916,2025-10-03,SCH0302,0,1,0,1,0,BALVEER BHATT,TOILETS LOCKED
INSP01049,2025-09-05,SCH0416,1,1,1,1,1,LEELA GERA,AVERAGE
INSP00431,2025-08-30,SCH0582,1,1,0,1,1,CHAKRADEV CONTRACTOR,NO REMARKS
INSP01104,2025-10-12,SCH0386,1,1,0,0,,UTKARSH SARIN,GOOD CONDITION
INSP00439,2025-09-05,SCH0279,1,1,1,1,1,RACHANA AGGARWAL,NO REMARKS
INSP01884,2025-09-05,SCH0133,0,1,1,1,0,AARINI SANDAL,NO REMARKS
INSP01226,2026-01-30,SCH0070,,1,1,1,0,NEHA YADAV,AVERAGE
INSP02032,2025-10-13,SCH0497,1,1,1,1,0,YOSHITA KONDA,NO REMARKS
INSP01037,2025-11-13,SCH0322,1,1,1,1,1,KRISH DIVAN,AVERAGE
INSP01076,2025-10-02,SCH0024,0,1,1,1,1,,NO REMARKS
INSP01749,2026-05-02,SCH0301,1,,0,1,,,TOILETS LOCKED
INSP00031,2025-06-06,SCH0159,1,1,0,0,1,NOAH MISRA,AVERAGE
INSP02021,2025-05-06,SCH0019,1,1,0,1,0,FARAS BEHL,NEEDS REPAIR
INSP02103,2025-08-18,SCH0526,1,1,1,1,0,,NO REMARKS
INSP00963,2025-10-18,SCH0375,1,1,,0,,TANVI SETH,NO REMARKS
INSP02285,2026-01-27,SCH0593,1,1,1,0,1,SAUMYA SURI,NO REMARKS
INSP00174,2025-12-15,SCH0093,1,1,1,1,0,VEDIKA CHACKO,TOILETS LOCKED
INSP02213,2025-12-15,SCH0411,0,0,1,0,,GAURIKA BAIL,GOOD CONDITION
INSP00297,2026-01-26,SCH0018,1,1,1,0,1,AYUSH ANNE,NO REMARKS
INSP00326,2026-02-10,SCH0180,1,1,0,1,1,DAKSHA GOLE,NO REMARKS
INSP01290,2025-10-11,SCH0102,1,1,1,1,,NIKITA BARIA,NO REMARKS
INSP00507,2025-11-09,SCH0570,1,1,1,1,1,ANAMIKA PARMAR,AVERAGE
INSP00280,2025-06-29,SCH0138,0,1,1,0,0,TRIYA CHAUDHURI,NO REMARKS
INSP02655,2026-02-20,SCH0117,1,1,0,0,0,AARAV MANNAN,NO REMARKS
INSP02414,2025-08-08,SCH0417,1,1,1,0,1,MASON KARA,AVERAGE
INSP01984,2025-09-14,SCH0383,0,1,1,0,0,ADITYA KAR,NEEDS REPAIR
INSP00813,2025-10-28,SCH0506,1,1,1,1,0,GAUTAM DIVAN,AVERAGE
INSP01217,2025-04-25,SCH0455,0,1,1,0,1,UPASNA RAO,NO REMARKS
INSP02617,2025-05-15,SCH0155,1,0,1,0,0,KABIR BORDE,GOOD CONDITION
INSP00701,2025-11-09,SCH0078,0,1,1,1,1,BENJAMIN JANI,NO REMARKS
INSP00558,2025-08-21,SCH0236,0,0,1,0,1,BALJIWAN YOHANNAN,NO REMARKS
INSP01899,2025-09-21,SCH0184,1,1,1,1,0,MITALI SINGH,NO REMARKS
INSP02518,2025-09-30,SCH0344,1,1,1,0,1,ZAYYAN VARUGHESE,NEEDS REPAIR
INSP01512,2025-11-30,SCH0487,1,1,1,1,,YASHAWINI SETH,GOOD CONDITION
INSP00074,2025-07-18,SCH0365,1,,1,1,1,RAAGINI KRISH,AVERAGE
INSP02255,2025-10-18,SCH0270,1,1,1,1,0,LAVANYA SUBRAMANIAN,TOILETS LOCKED
INSP00049,2025-07-05,SCH0083,1,1,1,1,1,BRIJESH MALLICK,GOOD CONDITION
INSP00603,2026-03-20,SCH0058,1,0,1,0,1,ZINAL KANT,NO REMARKS
INSP00681,2026-01-28,SCH0239,1,1,,1,0,VINAYA DAYAL,NO REMARKS
INSP01452,2025-11-24,SCH0218,1,1,1,0,1,GOPAL SRIDHAR,NO REMARKS
INSP01903,2025-09-24,SCH0056,1,1,1,0,1,AARINI KAPADIA,AVERAGE
INSP02406,2026-01-16,SCH0269,,1,0,1,0,FARIQ GARG,NO REMARKS
INSP01445,2025-11-06,SCH0177,1,1,1,0,1,SHRAVYA SRINIVAS,NO REMARKS
INSP02878,2025-12-23,SCH0317,1,1,0,1,0,DARPAN BALA,TOILETS LOCKED
INSP01578,2025-09-20,SCH0524,0,1,1,0,1,ZAID BRAR,GOOD CONDITION
INSP00403,2025-04-20,SCH0590,1,,1,1,1,ORINDER SARNA,NEEDS REPAIR
INSP01746,2026-02-06,SCH0303,1,0,1,0,0,TARAK RATTAN,NEEDS REPAIR
INSP02755,2025-04-09,SCH0029,1,1,1,1,1,,NEEDS REPAIR
INSP01555,2026-02-15,SCH0078,0,1,1,0,0,AVI OM,GOOD CONDITION
INSP02738,2025-09-12,SCH0201,1,,1,0,0,CHAVVI DATTA,GOOD CONDITION
INSP01212,2025-10-04,SCH0380,1,1,0,1,0,AYUSHMAN SAXENA,TOILETS LOCKED
INSP02561,2025-07-22,SCH0571,0,1,1,1,0,MEKHALA GOYAL,AVERAGE
INSP02270,2026-01-19,SCH0268,1,,0,0,1,INDALI PERI,GOOD CONDITION
INSP02237,2025-12-30,SCH0357,1,1,,1,1,WARDA NAIR,AVERAGE
INSP01513,2026-12-01,SCH0467,1,1,0,1,0,HEMANG KRISHNAMURTHY,AVERAGE
INSP02356,2025-12-07,SCH0030,1,1,1,1,1,ISHANI DOCTOR,NEEDS REPAIR
INSP01875,2025-12-02,SCH0556,1,1,,1,0,URVI LOYAL,NO REMARKS
INSP01012,2025-04-11,SCH0185,1,1,1,1,1,NEHA DOCTOR,AVERAGE
INSP01072,2026-04-03,SCH0258,1,1,0,1,0,DAKSH SARMA,NO REMARKS
INSP00680,2025-12-18,SCH0443,0,1,0,0,0,ETHAN KURIAN,GOOD CONDITION
INSP01712,2025-06-30,SCH0563,0,,1,1,0,LUCKY WADHWA,AVERAGE
INSP00325,2025-03-07,SCH0447,1,0,1,0,1,KRISHNA SAXENA,TOILETS LOCKED
INSP00820,2026-01-16,SCH0307,1,1,1,0,0,RACHITA WABLE,AVERAGE
INSP01489,2025-11-01,SCH0055,1,0,1,1,0,SAMARTH HAYRE,NO REMARKS
INSP01812,2026-01-29,SCH0434,1,1,1,0,1,ARYA DARA,GOOD CONDITION
INSP00811,2025-10-29,SCH0585,0,0,0,1,1,CHASMUM VYAS,NO REMARKS
INSP01973,2025-11-28,SCH0396,1,0,1,1,1,SATHVIK ACHARYA,NO REMARKS
INSP02840,2025-04-18,SCH0232,1,1,1,0,1,,NEEDS REPAIR
INSP02212,2026-03-29,SCH0046,1,1,1,1,,EKANTIKA MANNE,NO REMARKS
INSP01129,2025-11-16,SCH0032,1,0,1,0,1,HARISH VOHRA,NEEDS REPAIR
INSP00502,2025-06-07,SCH0297,1,1,1,0,1,,NO REMARKS
INSP02642,2025-08-13,SCH0003,1,,1,0,0,BHAVINI WAGLE,TOILETS LOCKED
INSP02125,2025-11-08,SCH0076,1,1,1,1,1,GUNEET WALI,NO REMARKS
INSP02828,2025-07-05,SCH0126,0,0,1,0,0,ELIJAH SEN,AVERAGE
INSP00240,2025-11-07,SCH0029,1,0,1,1,1,VANYA SEM,NO REMARKS
INSP00762,2025-05-16,SCH0543,0,1,1,0,0,,GOOD CONDITION
INSP01717,2025-12-15,SCH0390,0,1,1,,1,CHANDRAN KAPADIA,GOOD CONDITION
INSP01229,2025-03-08,SCH0125,1,1,,0,1,PRISHA BHAT,AVERAGE
INSP01473,2025-10-16,SCH0221,1,1,1,1,1,ARUNIMA THAKKAR,AVERAGE
INSP00953,2025-10-27,SCH0133,1,1,1,0,1,OESHI BHATIA,NO REMARKS
INSP01262,2025-07-22,SCH0195,1,1,0,1,1,JOSHUA SASTRY,TOILETS LOCKED
INSP02307,2026-03-22,SCH0141,1,0,1,0,1,MAYA BEHL,AVERAGE
INSP01654,2025-04-11,SCH0554,,1,0,1,0,PRANEEL JANI,AVERAGE
INSP01045,2026-02-15,SCH0366,0,1,0,1,1,EKTA GOEL,AVERAGE
INSP01478,2026-01-16,SCH0502,0,1,1,,,ABHA MEMON,NO REMARKS
INSP00512,2026-03-02,SCH0467,,0,0,1,1,UDYATI KOSHY,NO REMARKS
INSP01361,2026-03-26,SCH0572,1,1,0,1,0,BHAVANI PRABHAKAR,NEEDS REPAIR
INSP02141,2025-10-15,SCH0513,0,1,1,1,1,EKAJA BAL,NO REMARKS
INSP00841,2026-03-08,SCH0044,1,1,1,1,0,,NO REMARKS
INSP02176,2026-02-22,SCH0155,1,1,1,1,0,NETRA SULE,NO REMARKS
INSP01831,2025-12-10,SCH0181,,1,1,1,0,VRINDA COMAR,GOOD CONDITION
INSP02769,2025-11-21,SCH0018,1,0,1,0,0,QARIN DHINGRA,NO REMARKS
INSP00638,2025-09-23,SCH0120,1,1,1,1,1,TANVI GABA,GOOD CONDITION
INSP01950,2025-09-29,SCH0080,1,0,0,0,1,ZINAL BUCH,NO REMARKS
INSP02954,2025-04-07,SCH0065,1,1,1,1,1,NISHA MANDA,NEEDS REPAIR
INSP01722,2026-02-07,SCH0268,1,1,1,1,1,RIDHI AHUJA,GOOD CONDITION
INSP00600,2025-05-26,SCH0008,0,1,1,1,1,ZAYYAN OM,NO REMARKS
INSP01475,2025-12-21,SCH0235,1,1,,1,1,ANITA ACHARYA,GOOD CONDITION
INSP02135,2026-03-17,SCH0131,1,0,1,1,1,SNEHA SHANKER,NO REMARKS
INSP02602,2025-11-11,SCH0514,1,0,1,0,,,NO REMARKS
INSP00109,2025-01-09,SCH0002,1,1,1,1,0,SAI SARMA,GOOD CONDITION
INSP02401,2025-02-07,SCH0117,1,0,1,0,,,NO REMARKS
INSP01583,2025-12-01,SCH0590,1,0,1,0,0,GUNEET PAI,AVERAGE
INSP00319,2026-01-22,SCH0477,,1,1,1,0,LADLI BUCH,GOOD CONDITION
INSP02983,2026-03-20,SCH0229,1,1,1,0,0,,GOOD CONDITION
INSP02725,2026-03-23,SCH0281,1,1,1,1,1,,NEEDS REPAIR
INSP01095,2025-04-17,SCH0469,1,1,1,1,1,RONITH KAKAR,NEEDS REPAIR
INSP01695,2025-05-25,SCH0577,0,1,1,,0,CHAAYA BOASE,GOOD CONDITION
INSP00569,2025-06-15,SCH0449,0,1,0,0,0,VASANA DUGAR,NO REMARKS
INSP02687,2025-12-26,SCH0202,1,1,1,0,1,WIDISHA BHATTI,NEEDS REPAIR
INSP02298,2025-11-27,SCH0085,1,1,1,1,,MADHAVI TALWAR,NEEDS REPAIR
INSP02872,2025-10-01,SCH0148,1,1,1,1,1,FIYAZ PURI,NO REMARKS
INSP01546,2025-06-29,SCH0052,0,1,1,0,0,HEMANG DAR,NEEDS REPAIR
INSP02974,2026-02-19,SCH0569,1,1,1,1,,GUNBIR KHARE,GOOD CONDITION
INSP01925,2026-02-06,SCH0393,1,1,0,1,0,GAURANG PANDEY,TOILETS LOCKED
INSP02692,2025-04-06,SCH0189,,1,1,0,1,WATIKA TOOR,AVERAGE
INSP02805,2025-05-10,SCH0337,1,1,1,0,0,,GOOD CONDITION
INSP01469,2025-09-21,SCH0230,1,1,1,1,1,JANYA BARAL,AVERAGE
INSP00057,2025-06-30,SCH0456,1,,0,1,0,WRIDDHISH MERCHANT,NO REMARKS
INSP01789,2026-01-21,SCH0547,1,1,1,1,1,QUINCY THAKER,NO REMARKS
INSP02275,2026-03-27,SCH0474,1,1,1,1,0,ZAYAN VIG,TOILETS LOCKED
INSP02131,2025-05-26,SCH0354,1,1,1,0,0,CHARLES PRASHAD,NO REMARKS
INSP02197,2025-08-02,SCH0131,,1,1,1,0,DHRITI KANDA,NEEDS REPAIR
INSP00469,2025-05-19,SCH0416,1,1,0,0,1,ISHA SOLANKI,AVERAGE
INSP01886,2026-02-17,SCH0564,1,1,1,0,1,VINAYA NAGAR,NO REMARKS
INSP00941,2025-10-24,SCH0310,1,1,1,0,0,GIRIK BUTALA,NO REMARKS
INSP00536,2025-06-24,SCH0141,1,1,1,0,1,OMISHA SANKARAN,TOILETS LOCKED
INSP01428,2026-01-21,SCH0140,1,1,1,1,1,KAVYA LALL,AVERAGE
INSP00555,2025-08-16,SCH0197,1,1,0,0,,YASHODHARA MAMMEN,NEEDS REPAIR
INSP02621,2025-04-26,SCH0101,1,1,1,0,0,EKANTIKA OOMMEN,AVERAGE
INSP02211,2025-06-02,SCH0566,1,1,1,0,0,RAJESHRI MOHAN,TOILETS LOCKED
INSP02536,2026-02-14,SCH0466,1,1,0,,0,FORUM SACHDEV,NO REMARKS
INSP00692,2025-04-10,SCH0355,1,1,1,1,,ISAIAH BALI,NO REMARKS
INSP00070,2026-02-15,SCH0496,0,1,1,0,1,VASANA MAHAJAN,GOOD CONDITION
INSP02764,2026-02-26,SCH0433,,0,1,0,1,OMYA KARAN,AVERAGE
INSP01740,2025-07-20,SCH0394,,1,1,0,0,HEMA KHOSLA,NO REMARKS
INSP00437,2026-03-18,SCH0438,1,,1,1,1,JAGAT SAWHNEY,GOOD CONDITION
INSP02122,2025-08-12,SCH0553,0,0,1,1,0,LIAM TATA,NEEDS REPAIR
INSP00267,2025-12-26,SCH0482,1,1,1,0,0,MANTHAN MAHARAJ,NEEDS REPAIR
INSP01004,2026-03-29,SCH0145,1,1,1,1,1,CHATURA BEN,TOILETS LOCKED
INSP01254,2025-07-19,SCH0379,1,1,1,,1,ANMOL PURI,NEEDS REPAIR
INSP00566,2025-04-04,SCH0304,,1,0,0,1,ISAIAH NAYAR,NEEDS REPAIR
INSP00314,2025-07-27,SCH0189,1,1,0,1,1,,GOOD CONDITION
INSP00234,2025-11-24,SCH0340,1,1,1,1,0,,NO REMARKS
INSP02381,2025-12-07,SCH0273,1,1,1,,0,SAMESH BALA,GOOD CONDITION
INSP00735,2025-08-06,SCH0481,1,1,1,1,0,ARYAN SETH,NO REMARKS
INSP01378,2025-04-10,SCH0030,1,1,1,0,0,MAHIKA SARKAR,NEEDS REPAIR
INSP00112,2025-06-30,SCH0399,1,1,0,1,0,ANUSHA KALITA,NEEDS REPAIR
INSP01345,2025-11-05,SCH0236,1,1,1,1,0,ISHITA DEEP,NO REMARKS
INSP01506,2025-04-16,SCH0055,1,0,1,1,0,ADVIKA AHUJA,NO REMARKS
INSP01053,2025-04-04,SCH0468,1,1,1,1,0,CHAMELI GOUR,NO REMARKS
INSP02321,2025-07-11,SCH0528,1,1,0,,1,BALENDRA SAXENA,GOOD CONDITION
INSP02043,2025-12-21,SCH0141,0,1,1,0,0,ALEXANDER SAMI,TOILETS LOCKED
INSP00473,2025-08-14,SCH0183,1,1,1,0,0,HENRY HAYRE,NEEDS REPAIR
INSP01377,2025-11-12,SCH0389,0,1,1,1,,DALBIR KEER,NO REMARKS
INSP01614,2025-06-10,SCH0483,1,1,1,0,0,EKTA KARI,GOOD CONDITION
